
Count Name                                                                     
    2 src/features/restauration/components/chef/ChefProfile.tsx                
    2 src/components/ui/badge.tsx                                              
    2 src/features/messages/media/services/media.service.ts                    
    2 src/features/restauration/components/delivery/DeliveryMap.tsx            
    2 src/features/messages/media/components/MediaViewer.tsx                   
    2 src/features/restauration/components/chef/ChefRecipes.tsx                
    2 src/features/community/components/CommunityBadge.tsx                     
    2 src/features/restauration/create/CreateMenuForm.tsx                      
    2 src/features/community/components/CommunityAudio.tsx                     
    2 src/features/messages/groups/components/GroupSettings.tsx                
    2 src/pages/modules/PharmacyDetailPage.tsx                                 
    2 src/pages/modules/PlanificateurPage.tsx                                  
    2 src/features/restauration/components/reservation/ReservationCalendar.tsx 
    2 src/features/restauration/components/payment/ReceiptDownload.tsx         
    2 src/features/restauration/components/payment/PaymentMethods.tsx          
    2 src/features/restauration/components/social/SocialFollow.tsx             
    2 src/components/ui/button-group.tsx                                       
    2 src/features/messages/sync/hooks/useMessageSync.ts                       
    2 src/features/community/components/CommunityVerification.tsx              
    2 src/features/community/components/CommunityStories.tsx                   
    2 src/features/network/components/Profile/ProfileAbout.tsx                 
    2 src/features/messages/polls/hooks/PollMessage.tsx                        
    2 src/features/community/components/CommunityVideo.tsx                     
    2 src/features/messages/presence/hooks/usePresence.ts                      
    2 app/job/[id].tsx                                                         
    2 src/features/messages/voice/hooks/useVoiceRecorder.ts                    
    2 src/features/messages/voice/components/VoicePlayer.tsx                   
    2 src/features/community/components/CommunityLive.tsx                      
    2 src/features/community/components/CommunityLiveChat.tsx                  
    2 src/features/community/components/CommunityMonetization.tsx              
    2 src/features/community/components/CommunityVoice.tsx                     
    2 src/features/network/sheets/NetworkFiltersSheet.tsx                      
    2 src/features/messages/notifications/services/notifications.service.ts    
    2 src/features/publications/components/PublicationHeader.tsx               
    2 src/features/profile/components/QRCardModal.tsx                          
    2 src/features/profile/components/CompletionBar.tsx                        
    2 src/features/messages/pins/components/PinnedMessageItem.tsx              
    2 src/features/messages/polls/components/PollMessage.tsx                   
    2 src/features/network/sheets/AddCertificationSheet.tsx                    
    2 src/features/community/components/CommunityAIModeration.tsx              
    2 src/features/network/sheets/AddSkillSheet.tsx                            
    2 src/features/network/sheets/AddServiceSheet.tsx                          
    2 src/components/ui/field.tsx                                              
    2 src/pages/modules/MedicalRecordPage.tsx                                  
    2 src/features/events/components/EventCard.tsx                             
    2 src/features/messages/forwarding/components/ForwardDialog.tsx            
    2 src/features/sante/components/DoctorLive.tsx                             
    2 src/features/sante/components/DoctorLocation.tsx                         
    2 src/features/restauration/dashboard/DashboardOverview.tsx                
    2 src/features/sante/components/DoctorBookingSlots.tsx                     
    2 src/features/community/components/CommunityCalendar.tsx                  
    2 src/features/restauration/forms/OrderForm.tsx                            
    2 src/features/messages/conversations/components/EmptyConversations.tsx    
    2 src/features/messages/conversations/components/NewConversation.tsx       
    2 src/components/ui/empty.tsx                                              
    2 src/pages/modules/LogementPage.tsx                                       
    2 src/features/events/components/EventComments.tsx                         
    2 src/features/sante/components/DoctorFollowers.tsx                        
    2 src/pages/modules/MarketplacePage.tsx                                    
    2 src/features/messages/calls/hooks/useWebRTC.ts                           
    2 src/features/messages/calls/components/VideoGrid.tsx                     
    2 src/features/messages/conversations/components/ConversationHeader.tsx    
    2 src/features/restauration/forms/MenuForm.tsx                             
    2 src/features/restauration/components/reservation/ReservationForm.tsx     
    2 src/features/sante/components/DoctorAvailability.tsx                     
    2 src/features/restauration/create/shared/StepIndicator.tsx                
